"variable","model","gen","index","virus","period","coprimary","hh_size","type","inc_mean","inc_sd","x_A","mean_value","upper_value","lower_value"
"beta","mech","Realized",18,"flu","Two",FALSE,"1p","Both",1.55,0.66,0.11,"NaN","NA","NA"
"beta","mech","Realized",19,"flu","Two",FALSE,"1p","Both",1.55,0.66,1.54,"NaN","NA","NA"
"ll_vec","indep","Intrinsic",1,"flu","Two",FALSE,"1p","Both",1.55,0.66,0.57,"-1496.0","-1536.1","-1458.2"
"ll_vec","indep","Intrinsic",18,"flu","Two",FALSE,"1p","Both",1.55,0.66,0.11,"-1498.1","-1538.0","-1459.3"
"ll_vec","indep","Intrinsic",19,"flu","Two",FALSE,"1p","Both",1.55,0.66,1.54,"-1481.0","-1520.9","-1442.6"
"ll_vec","indep","Realized",1,"flu","Two",FALSE,"1p","Both",1.55,0.66,0.57,"NaN","NA","NA"
"ll_vec","indep","Realized",18,"flu","Two",FALSE,"1p","Both",1.55,0.66,0.11,"NaN","NA","NA"
"ll_vec","indep","Realized",19,"flu","Two",FALSE,"1p","Both",1.55,0.66,1.54,"NaN","NA","NA"
"ll_vec","mech","Intrinsic",1,"flu","Two",FALSE,"1p","Both",1.55,0.66,0.57,"-1579.1","-1623.0","-1535.6"
"ll_vec","mech","Intrinsic",18,"flu","Two",FALSE,"1p","Both",1.55,0.66,0.11,"-1581.5","-1626.8","-1539.0"
"ll_vec","mech","Intrinsic",19,"flu","Two",FALSE,"1p","Both",1.55,0.66,1.54,"-1563.4","-1607.2","-1521.7"
"ll_vec","mech","Realized",1,"flu","Two",FALSE,"1p","Both",1.55,0.66,0.57,"NaN","NA","NA"
"ll_vec","mech","Realized",18,"flu","Two",FALSE,"1p","Both",1.55,0.66,0.11,"NaN","NA","NA"
"ll_vec","mech","Realized",19,"flu","Two",FALSE,"1p","Both",1.55,0.66,1.54,"NaN","NA","NA"
