"variable","model","gen","index","virus","period","coprimary","hh_size","type","inc_mean","inc_sd","x_A","mean_value","upper_value","lower_value"
"ll_vec","indep","Realized",9,"flu","Two",FALSE,"1p","Both",0.61,0.25,0.57,"NaN","NA","NA"
"ll_vec","indep","Realized",10,"flu","Two",FALSE,"1p","Both",4.3,1.25,0.57,"NaN","NA","NA"
"ll_vec","indep","Realized",11,"flu","Two",FALSE,"1p","Both",5.8,3.1,0.57,"NaN","NA","NA"
"ll_vec","mech","Intrinsic",1,"flu","Two",FALSE,"1p","Both",1.55,0.66,0.57,"-1579.1","-1623.0","-1535.6"
"ll_vec","mech","Intrinsic",9,"flu","Two",FALSE,"1p","Both",0.61,0.25,0.57,"-1372.6","-1412.8","-1333.2"
"ll_vec","mech","Intrinsic",10,"flu","Two",FALSE,"1p","Both",4.3,1.25,0.57,"-1868.6","-1911.8","-1823.9"
"ll_vec","mech","Intrinsic",11,"flu","Two",FALSE,"1p","Both",5.8,3.1,0.57,"-2271.6","-2316.4","-2230.5"
"ll_vec","mech","Realized",1,"flu","Two",FALSE,"1p","Both",1.55,0.66,0.57,"NaN","NA","NA"
"ll_vec","mech","Realized",9,"flu","Two",FALSE,"1p","Both",0.61,0.25,0.57,"NaN","NA","NA"
"ll_vec","mech","Realized",10,"flu","Two",FALSE,"1p","Both",4.3,1.25,0.57,"NaN","NA","NA"
"ll_vec","mech","Realized",11,"flu","Two",FALSE,"1p","Both",5.8,3.1,0.57,"NaN","NA","NA"
