"variable","model","gen","index","virus","period","coprimary","hh_size","type","inc_mean","inc_sd","x_A","mean_value","upper_value","lower_value"
"presymp","indep","Intrinsic",13,"flu","Two",FALSE,"1p","A",4.3,1.25,0.57,"0.8","0.7","0.9"
"presymp","indep","Intrinsic",14,"flu","Two",FALSE,"1p","A",5.8,3.1,0.57,"0.9","0.9","1.0"
"presymp","indep","Realized",7,"flu","Two",FALSE,"1p","A",1.55,0.66,0.57,"0.2","0.1","0.2"
"presymp","indep","Realized",12,"flu","Two",FALSE,"1p","A",0.61,0.25,0.57,"0.0","0.0","0.0"
"presymp","indep","Realized",13,"flu","Two",FALSE,"1p","A",4.3,1.25,0.57,"0.8","0.8","0.9"
"presymp","indep","Realized",14,"flu","Two",FALSE,"1p","A",5.8,3.1,0.57,"0.9","0.9","1.0"
"presymp","mech","Intrinsic",7,"flu","Two",FALSE,"1p","A",1.55,0.66,0.57,"0.2","0.1","0.2"
"presymp","mech","Intrinsic",12,"flu","Two",FALSE,"1p","A",0.61,0.25,0.57,"0.0","0.0","0.1"
"presymp","mech","Intrinsic",13,"flu","Two",FALSE,"1p","A",4.3,1.25,0.57,"0.8","0.7","0.9"
"presymp","mech","Intrinsic",14,"flu","Two",FALSE,"1p","A",5.8,3.1,0.57,"1.0","0.9","1.0"
"presymp","mech","Realized",7,"flu","Two",FALSE,"1p","A",1.55,0.66,0.57,"0.2","0.1","0.3"
"presymp","mech","Realized",12,"flu","Two",FALSE,"1p","A",0.61,0.25,0.57,"0.0","0.0","0.1"
"presymp","mech","Realized",13,"flu","Two",FALSE,"1p","A",4.3,1.25,0.57,"0.8","0.7","0.9"
"presymp","mech","Realized",14,"flu","Two",FALSE,"1p","A",5.8,3.1,0.57,"1.0","0.9","1.0"
"beta","indep","Intrinsic",7,"flu","Two",FALSE,"1p","A",1.55,0.66,0.57,"2.1","1.8","2.3"
"beta","indep","Intrinsic",12,"flu","Two",FALSE,"1p","A",0.61,0.25,0.57,"2.1","1.8","2.3"
"beta","indep","Intrinsic",13,"flu","Two",FALSE,"1p","A",4.3,1.25,0.57,"2.0","1.8","2.3"
"beta","indep","Intrinsic",14,"flu","Two",FALSE,"1p","A",5.8,3.1,0.57,"2.0","1.8","2.3"
"beta","indep","Realized",7,"flu","Two",FALSE,"1p","A",1.55,0.66,0.57,"NaN","NA","NA"
"beta","indep","Realized",12,"flu","Two",FALSE,"1p","A",0.61,0.25,0.57,"NaN","NA","NA"
"beta","indep","Realized",13,"flu","Two",FALSE,"1p","A",4.3,1.25,0.57,"NaN","NA","NA"
"beta","indep","Realized",14,"flu","Two",FALSE,"1p","A",5.8,3.1,0.57,"NaN","NA","NA"
"beta","mech","Intrinsic",7,"flu","Two",FALSE,"1p","A",1.55,0.66,0.57,"2.0","1.8","2.3"
"beta","mech","Intrinsic",12,"flu","Two",FALSE,"1p","A",0.61,0.25,0.57,"2.0","1.8","2.3"
"beta","mech","Intrinsic",13,"flu","Two",FALSE,"1p","A",4.3,1.25,0.57,"2.1","1.8","2.3"
"beta","mech","Intrinsic",14,"flu","Two",FALSE,"1p","A",5.8,3.1,0.57,"2.2","2.0","2.6"
"beta","mech","Realized",7,"flu","Two",FALSE,"1p","A",1.55,0.66,0.57,"NaN","NA","NA"
"beta","mech","Realized",12,"flu","Two",FALSE,"1p","A",0.61,0.25,0.57,"NaN","NA","NA"
"beta","mech","Realized",13,"flu","Two",FALSE,"1p","A",4.3,1.25,0.57,"NaN","NA","NA"
"beta","mech","Realized",14,"flu","Two",FALSE,"1p","A",5.8,3.1,0.57,"NaN","NA","NA"
"ll_vec","indep","Intrinsic",7,"flu","Two",FALSE,"1p","A",1.55,0.66,0.57,"-1280.3","-1316.8","-1244.1"
"ll_vec","indep","Intrinsic",12,"flu","Two",FALSE,"1p","A",0.61,0.25,0.57,"-1174.9","-1210.2","-1141.2"
"ll_vec","indep","Intrinsic",13,"flu","Two",FALSE,"1p","A",4.3,1.25,0.57,"-1449.5","-1504.0","-1346.3"
"ll_vec","indep","Intrinsic",14,"flu","Two",FALSE,"1p","A",5.8,3.1,0.57,"-1641.3","-1725.0","-1537.7"
"ll_vec","indep","Realized",7,"flu","Two",FALSE,"1p","A",1.55,0.66,0.57,"NaN","NA","NA"
"ll_vec","indep","Realized",12,"flu","Two",FALSE,"1p","A",0.61,0.25,0.57,"NaN","NA","NA"
"ll_vec","indep","Realized",13,"flu","Two",FALSE,"1p","A",4.3,1.25,0.57,"NaN","NA","NA"
"ll_vec","indep","Realized",14,"flu","Two",FALSE,"1p","A",5.8,3.1,0.57,"NaN","NA","NA"
"ll_vec","mech","Intrinsic",7,"flu","Two",FALSE,"1p","A",1.55,0.66,0.57,"-1352.7","-1393.5","-1313.5"
"ll_vec","mech","Intrinsic",12,"flu","Two",FALSE,"1p","A",0.61,0.25,0.57,"-1192.3","-1230.5","-1155.4"
"ll_vec","mech","Intrinsic",13,"flu","Two",FALSE,"1p","A",4.3,1.25,0.57,"-1595.0","-1635.1","-1552.6"
"ll_vec","mech","Intrinsic",14,"flu","Two",FALSE,"1p","A",5.8,3.1,0.57,"-1943.3","-1984.0","-1904.1"
"ll_vec","mech","Realized",7,"flu","Two",FALSE,"1p","A",1.55,0.66,0.57,"NaN","NA","NA"
"ll_vec","mech","Realized",12,"flu","Two",FALSE,"1p","A",0.61,0.25,0.57,"NaN","NA","NA"
"ll_vec","mech","Realized",13,"flu","Two",FALSE,"1p","A",4.3,1.25,0.57,"NaN","NA","NA"
"ll_vec","mech","Realized",14,"flu","Two",FALSE,"1p","A",5.8,3.1,0.57,"NaN","NA","NA"
